best	853.811
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	1.6	2280.65	72	69	63	2	4	0	77	75	0	3	9	30	28	41	31	0	4	59	49	64	45	17	34	0	6	2	16	55	11	29	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	69	18	7	5	68	0	35	47	53	46	8	13	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.7	2268.83	72	68	63	2	4	0	77	75	0	3	9	28	30	41	31	0	4	59	49	64	45	17	34	0	6	29	11	55	16	2	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	69	5	7	18	68	0	35	47	53	46	8	13	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.8	2314.03	72	69	63	2	4	0	77	75	0	3	9	28	30	41	31	0	4	59	49	64	45	17	34	0	6	29	55	11	16	2	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	69	5	7	18	68	0	35	13	8	46	53	47	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.9	2308.24	72	69	62	3	6	0	76	73	0	3	9	28	30	41	31	0	4	59	49	64	45	17	34	0	6	29	55	11	16	2	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	68	18	7	5	69	0	35	13	8	46	53	47	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	2	2311.49	72	69	62	3	6	0	76	73	0	3	41	30	28	9	31	0	4	17	45	64	49	59	34	0	6	29	55	11	16	2	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	68	18	7	5	69	0	35	13	8	46	53	47	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.1	2382.78	71	64	62	4	6	0	75	73	0	6	11	39	48	2	54	0	9	30	4	45	33	59	17	36	0	20	16	15	12	22	55	0	24	62	43	67	21	42	19	26	0	27	18	7	5	68	0	32	70	56	61	65	60	57	0	35	47	8	46	53	13	52	0	41	3	34	28	31	69	0	49	40	14	29	10	63	64	0	50	51	66	38	25	37	44	23	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.2	2439.61	72	65	63	5	7	0	74	72	0	5	7	35	18	27	0	6	11	55	48	2	29	0	16	15	12	22	39	0	24	62	43	67	21	42	19	26	0	30	4	45	40	49	59	17	36	0	31	9	34	28	3	46	0	32	70	60	65	61	56	57	0	33	14	20	10	54	63	64	0	50	51	66	38	25	37	44	23	58	0	52	13	53	41	8	47	69	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.3	2326.63	73	65	61	4	5	0	75	74	0	5	7	35	18	27	0	6	11	55	48	2	29	0	8	3	28	34	9	41	0	16	22	12	15	39	0	24	62	43	67	21	42	19	26	0	30	4	45	40	49	59	17	36	0	32	60	65	61	56	57	70	0	50	51	66	38	25	37	44	23	58	0	52	13	46	31	53	47	69	0	63	14	20	10	54	33	64	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.4	2303.34	73	65	61	4	5	0	75	74	0	5	7	35	18	27	0	6	11	55	48	2	29	0	8	3	28	34	9	41	0	16	22	12	15	39	0	24	62	43	67	21	42	19	26	0	30	4	45	40	49	59	17	36	0	32	60	61	65	56	57	70	0	50	51	66	38	25	37	44	23	58	0	52	13	46	31	53	47	69	0	63	14	54	10	20	33	64	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.5	2258.21	74	67	61	4	4	0	75	75	0	5	7	35	18	27	0	6	11	55	48	2	29	0	8	3	28	34	9	41	0	16	22	12	15	39	0	24	62	43	67	21	42	19	26	0	30	4	59	49	40	45	17	36	0	32	60	61	65	56	57	70	0	50	51	66	38	37	25	44	23	58	0	52	13	46	31	53	47	69	0	63	33	20	10	54	14	64	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.6	2288.58	73	68	60	2	4	0	77	75	0	8	3	28	34	9	41	0	12	66	38	37	25	44	23	50	0	14	6	11	48	16	2	29	0	24	62	43	67	21	42	19	26	0	27	18	7	5	68	0	32	60	61	65	56	57	70	0	35	13	46	31	53	47	69	0	36	17	45	64	49	59	4	30	52	0	39	58	51	15	22	55	0	40	33	20	10	54	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.7	2191.77	73	69	63	2	3	0	77	76	0	4	59	49	64	45	17	34	0	12	66	38	37	25	44	23	50	0	14	6	11	48	16	2	29	0	24	62	43	67	21	42	19	26	0	27	5	7	18	69	68	0	32	60	61	65	56	57	70	0	35	47	8	31	46	13	52	0	39	58	51	15	22	55	0	40	33	20	10	54	63	0	41	9	36	30	28	3	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.8	2290.53	73	68	63	2	3	0	77	76	0	4	59	49	64	45	17	34	0	12	38	37	25	44	66	23	50	0	14	6	11	48	16	2	29	0	24	62	43	67	21	42	19	26	0	27	5	7	18	69	68	0	32	60	61	65	56	57	70	0	35	47	8	31	46	13	52	0	39	58	51	15	22	55	0	40	33	20	10	54	63	0	41	9	36	30	28	3	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.9	2284.14	73	69	63	2	3	0	77	76	0	4	59	49	64	45	17	34	0	12	38	37	25	44	66	23	50	0	14	6	11	48	16	2	29	0	24	62	43	21	67	42	19	26	0	27	69	18	7	5	68	0	32	60	61	65	56	57	70	0	35	47	8	31	46	13	52	0	39	58	51	15	22	55	0	40	33	20	10	54	63	0	41	9	36	30	28	3	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1	2291.86	73	69	63	2	3	0	77	76	0	4	59	49	64	45	17	34	0	12	38	37	25	44	66	23	50	0	14	6	2	16	48	11	29	0	24	62	43	21	67	42	19	26	0	27	69	18	7	5	68	0	32	60	61	65	56	57	70	0	35	47	8	31	46	13	52	0	39	58	15	51	22	55	0	40	33	20	10	54	63	0	41	28	30	36	9	3	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.1	2291.86	73	69	63	2	3	0	77	76	0	4	59	49	64	45	17	34	0	12	38	37	25	44	66	23	50	0	14	6	2	16	48	11	29	0	24	62	43	21	67	42	19	26	0	27	69	18	7	5	68	0	32	60	61	65	56	57	70	0	35	47	8	31	46	13	52	0	39	58	15	51	22	55	0	40	33	20	10	54	63	0	41	28	30	36	9	3	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.2	2252.32	72	66	62	2	4	0	77	75	0	3	9	30	28	41	31	0	4	59	49	64	45	17	34	0	12	38	25	44	66	24	51	0	14	63	54	10	33	40	36	0	20	6	2	16	55	11	29	0	26	19	42	21	32	70	43	62	37	0	27	69	18	7	5	68	0	35	47	8	46	53	13	52	0	39	58	15	23	22	50	48	0	57	56	65	61	60	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.3	2302.81	72	67	62	2	4	0	77	75	0	3	9	30	28	41	31	0	4	59	49	64	45	17	34	0	12	38	25	44	66	24	51	0	14	63	54	10	33	40	36	0	20	6	2	16	55	11	29	0	26	19	42	21	32	70	43	62	37	0	27	69	18	7	5	68	0	35	47	53	46	8	13	52	0	39	58	15	23	22	50	48	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.4	2267.92	73	68	61	2	4	0	77	75	0	3	9	30	28	41	31	0	4	59	49	64	45	17	34	0	6	2	11	55	16	29	20	0	12	44	62	37	38	66	24	51	0	14	63	54	10	33	40	36	0	25	43	70	32	21	42	19	26	0	27	69	18	7	5	68	0	35	47	53	46	8	13	52	0	48	39	58	15	23	22	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.5	2257.2	72	68	63	2	4	0	77	75	0	3	9	28	30	41	31	0	4	59	49	64	45	17	34	0	6	2	11	55	16	29	20	0	14	63	54	10	33	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	69	5	7	18	68	0	35	47	53	46	8	13	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.6	2295.71	72	68	63	2	4	0	77	75	0	3	9	28	30	41	31	0	4	59	49	64	45	17	34	0	6	2	16	11	55	29	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	69	5	7	18	68	0	35	47	53	46	8	13	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.7	2288.88	72	68	63	2	4	0	77	75	0	3	9	28	30	41	31	0	4	59	49	64	45	17	34	0	6	29	55	11	16	2	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	69	5	7	18	68	0	35	47	53	46	8	13	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.8	2299.09	72	68	63	2	4	0	77	75	0	3	9	28	30	41	31	0	4	17	45	64	49	59	34	0	6	29	55	11	16	2	20	0	14	63	33	10	54	40	36	0	24	12	44	62	37	38	66	51	0	25	43	70	32	21	42	19	26	0	27	69	5	7	18	68	0	35	47	53	46	8	13	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.9	2349.52	72	69	62	3	6	0	76	73	0	3	9	28	30	41	31	0	4	17	45	64	49	59	34	0	6	29	55	11	16	2	20	0	14	63	33	10	54	40	36	0	24	12	37	62	44	38	66	51	0	25	43	70	32	21	42	19	26	0	27	68	18	7	5	69	0	35	13	8	46	53	47	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	2	2352.64	72	68	62	3	6	0	76	73	0	3	28	30	41	9	31	0	4	17	45	64	49	59	34	0	6	29	55	11	16	2	20	0	14	63	33	10	54	40	36	0	24	12	37	62	44	38	66	51	0	25	42	21	32	70	43	19	26	0	27	68	18	7	5	69	0	35	13	8	46	53	47	52	0	48	58	15	23	22	39	50	0	57	60	61	65	56	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.1	2382.78	71	64	62	4	6	0	75	73	0	6	11	39	48	2	54	0	9	30	4	45	33	59	17	36	0	20	16	15	12	22	55	0	24	62	43	67	21	42	19	26	0	27	18	7	5	68	0	32	70	56	61	65	60	57	0	35	47	8	46	53	13	52	0	41	3	34	28	31	69	0	49	40	14	29	10	63	64	0	50	51	66	38	25	37	44	23	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.2	2391.66	72	66	63	5	7	0	74	72	0	5	7	35	18	27	0	6	11	55	48	2	29	0	16	15	12	22	39	0	24	62	43	67	21	42	19	26	0	30	4	45	40	49	59	17	36	0	31	9	34	28	3	46	0	32	60	65	61	56	57	70	0	33	14	20	10	54	63	64	0	50	51	66	38	25	37	44	23	58	0	52	13	53	41	8	47	69	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.3	2343.79	73	65	61	4	5	0	75	74	0	5	7	35	18	27	0	6	11	55	48	2	29	0	8	3	28	34	9	41	0	16	22	12	15	39	0	24	62	43	67	21	42	19	26	0	30	4	45	40	49	59	17	36	0	32	60	65	61	56	57	70	0	50	51	66	38	25	37	44	23	58	0	52	13	46	31	53	47	69	0	63	14	54	10	20	33	64	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.4	2346.38	74	67	61	4	4	0	75	75	0	5	7	35	18	27	0	6	11	55	48	2	29	0	8	3	28	34	9	41	0	16	22	12	15	39	0	24	62	43	67	21	42	19	26	0	30	4	59	49	40	45	17	36	0	32	60	65	61	56	57	70	0	50	51	66	38	25	37	44	23	58	0	52	13	46	31	53	47	69	0	63	14	54	10	20	33	64	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
