best	975.952
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	1.7	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.8	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.9	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	2	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.1	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.2	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.3	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.4	1425.29	39	34	31	4	6	0	35	33	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	11	9	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.5	1429.23	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.6	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.7	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.8	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.9	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.1	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.2	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.3	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.4	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.5	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.6	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.7	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.8	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	1.9	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	2	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.1	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.2	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.3	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.4	1425.29	39	34	31	4	6	0	35	33	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	11	9	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.5	1429.23	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.6	1429.23	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.7	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.8	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	0.9	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1	1439.28	39	33	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.1	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.2	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.3	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.4	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.5	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.6	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.7	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.8	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	1.9	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.3	2	1448.71	39	34	30	5	8	0	34	31	0	4	15	6	5	29	25	28	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.1	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.2	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.3	1425.29	39	34	31	4	6	0	35	33	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	11	9	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.4	1429.23	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.5	1429.23	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.6	1429.23	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.7	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.8	1444.83	39	34	31	3	7	0	36	32	0	4	28	6	5	29	25	15	31	0	8	16	3	35	12	20	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	0.9	1439.28	39	33	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1	1439.28	39	33	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.1	1439.28	39	33	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.2	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.3	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.4	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.5	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.6	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.7	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.8	1439.25	39	32	31	2	8	0	37	31	0	4	28	25	29	5	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	1.9	1434.5	39	33	31	3	7	0	36	32	0	4	28	25	5	29	6	15	31	0	8	16	3	35	20	12	23	33	14	0	10	11	9	17	2	18	0	13	30	0	21	22	32	27	34	19	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.4	2	1285.43	39	33	31	3	8	0	36	31	0	4	15	6	29	5	25	28	31	0	8	16	3	35	20	12	23	33	14	0	9	27	34	19	7	26	0	13	30	0	18	10	11	22	32	17	2	24	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.5	0.1	1409.8	39	34	31	4	7	0	35	32	0	4	28	6	5	29	25	15	31	0	8	16	3	20	12	35	23	33	14	0	10	2	9	11	17	18	0	13	30	0	21	22	32	19	34	27	7	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
